"","activity","subject","Body Accl Mag Mean","Grav Accl Mag Mean","Body Accl Jerk Mag Mean","Body Gyro Mag Mean","Body Gyro Jerk Mag Mean","Body Freq Accl Mag Mean","Body Freq Accl Mag Wt Mean By Freq","Body Freq Accl Jerk Mag Mean","Body Freq Accl Jerk Mag Wt Mean By Freq","Body Freq Gyro Mag Mean","Body Freq Gyro Mag Wt Mean By Freq","Body Freq Gyro Jerk Mag Mean","Body Freq Gyro Jerk Mag Wt Mean By Freq","Body Accl Mag Std Dev","Grav Accl Mag Std Dev","Body Accl Jerk Mag Std Dev","Body Gyro Mag Std Dev","Body Gyro Jerk Mag Std Dev","Body Freq Accl Mag Std Dev","Body Freq Accl Jerk Mag Std Dev","Body Freq Gyro Mag Std Dev","Body Freq Gyro Jerk Mag Std Dev"
"14","LAYING",14,-0.916351287215686,-0.916351287215686,-0.938443922745098,-0.922642288294118,-0.957294090196078,-0.915999551764706,0.25479709207451,-0.930148931764706,0.347363735588235,-0.940059655098039,0.0468059359019608,-0.95765927254902,0.244821404729608,-0.91618305827451,-0.91618305827451,-0.928804680235294,-0.931605858039216,-0.956647395098039,-0.92876981172549,-0.926595001333333,-0.937962100980392,-0.95812076627451
"15","LAYING",15,-0.935186012361111,-0.935186012361111,-0.947314664027778,-0.927721434722222,-0.965433327916667,-0.935224829166667,0.222089702918056,-0.941918635277778,0.2961700133375,-0.945162399305556,-0.0215377906805556,-0.966542904444444,0.218686687695833,-0.934477491527778,-0.934477491527778,-0.94081257,-0.929022798611111,-0.965397287083333,-0.9439091,-0.938727544444444,-0.931942299027778,-0.966250990416667
"16","LAYING",16,-0.936558300857143,-0.936558300857143,-0.949769165671429,-0.943267156571429,-0.966566827857143,-0.942332060428571,0.26407892024,-0.946235085414286,0.3923177131,-0.957716584,-0.0279869590442857,-0.970859620142857,0.264934708571429,-0.942885257428571,-0.942885257428571,-0.947606516685714,-0.952842792,-0.970283178142857,-0.951584740928571,-0.948864013714286,-0.957828762142857,-0.971390991428571
"17","LAYING",17,-0.922485042253521,-0.922485042253521,-0.946933266478873,-0.915054566549296,-0.963989163239437,-0.931789738591549,0.139481011876056,-0.941051701126761,0.314995813295775,-0.940704545633803,-0.0896888286439282,-0.967985255352113,0.204397720085352,-0.926044495915493,-0.926044495915493,-0.943582342816901,-0.925609267788732,-0.968365732112676,-0.933843153521127,-0.946351640140845,-0.929107998408451,-0.97101442971831
"18","LAYING",18,-0.422532216688862,-0.422532216688862,-0.536086826824615,-0.4852988288,-0.689354926323077,-0.468912626584615,0.0571194907726154,-0.496724866338462,0.118943471393231,-0.611360039230769,-0.0501058790230769,-0.7142262778,0.0960950931892308,-0.490649558138462,-0.490649558138462,-0.506845459953846,-0.570779925953846,-0.708109968846154,-0.584600905990769,-0.524357291769231,-0.621111606307692,-0.722085195276923
"19","LAYING",19,-0.844385133240964,-0.844385133240964,-0.873808152216867,-0.850612313912048,-0.913305724578313,-0.851702046915663,0.114737145486747,-0.861408003138554,0.22055700210241,-0.882888238433735,-0.0786533747771084,-0.916071614939759,0.0995123051228916,-0.85653073639759,-0.85653073639759,-0.864000805072289,-0.867301869277108,-0.916085581566265,-0.881485069759036,-0.867548372975904,-0.880637191445783,-0.922232337951807
"20","LAYING",20,-0.423113324545588,-0.423113324545588,-0.529158101098529,-0.495823675185294,-0.672631797338235,-0.481365495014706,0.0499480720367647,-0.495167591513235,0.118181719825,-0.603044670441176,-0.00889710969264706,-0.694488275294118,0.090612194575,-0.498990563073529,-0.498990563073529,-0.503023103661765,-0.562270092235294,-0.689267148573529,-0.589511984088235,-0.517968898970588,-0.612279910073529,-0.705433492441176
"21","LAYING",21,-0.813205495844444,-0.813205495844444,-0.859535629718889,-0.834145093528889,-0.909549327222222,-0.843986732777778,0.0782726608955556,-0.853594707727111,0.274661065265556,-0.873592710022222,-0.0840418595888889,-0.920893978,0.127861599412889,-0.839370786222222,-0.839370786222222,-0.855095370333333,-0.850986109144444,-0.918479614222222,-0.861897287822222,-0.85734554309,-0.863127725111111,-0.921506618444444
"22","LAYING",22,-0.716166483069444,-0.716166483069444,-0.770304298027778,-0.730006897194444,-0.839913825694444,-0.739407242933333,0.0244978192083333,-0.752914159798056,0.2043950917875,-0.796995646236111,-0.127674982902778,-0.852975662083333,0.110022259041667,-0.744879013930556,-0.744879013930556,-0.755411336065833,-0.769547054625,-0.852372671666667,-0.787802552236111,-0.760224383573611,-0.792668402097222,-0.862358256111111
"23","LAYING",23,-0.6635739471375,-0.6635739471375,-0.736517051736111,-0.685283004236111,-0.823828227680556,-0.686291488666667,0.0298591980727778,-0.713458478180556,0.238727765744444,-0.759861534355556,-0.0703113564138889,-0.842985853430556,0.129440816916667,-0.700565562331944,-0.700565562331944,-0.722018228458333,-0.7241697354375,-0.843398370972222,-0.756611189319444,-0.736432573590278,-0.749997525513889,-0.855152400694444
"24","LAYING",24,-0.633589322333333,-0.633589322333333,-0.702282641666667,-0.665559918347222,-0.798512970277778,-0.646423001986111,0.0371110847930556,-0.674783938998611,0.162671773472222,-0.73677496875,-0.0576931860186111,-0.806606679555556,0.0961547554152778,-0.657253658805556,-0.657253658805556,-0.67562648425,-0.707324922041667,-0.806902915513889,-0.71782145875,-0.679002286481944,-0.741212885694444,-0.821102444027778
"25","LAYING",25,-0.45821932670137,-0.45821932670137,-0.566355447127397,-0.529753731160274,-0.691320478945205,-0.509666790246575,0.0217663863123288,-0.536175249884931,0.120738474547945,-0.617884219534247,-0.0176458851136986,-0.709339702863014,0.117137687369863,-0.519292803835616,-0.519292803835616,-0.536263027069863,-0.578638809589041,-0.700811050068493,-0.6013606973,-0.540728892758219,-0.62739609890411,-0.712726590164384
"26","LAYING",26,-0.298673411051316,-0.298673411051316,-0.448981676065789,-0.408614107210526,-0.638699846578947,-0.376418919763158,-0.0250618332289474,-0.414088716092105,0.0587096697105263,-0.5569769601,-0.0479097675526316,-0.673930612486842,0.0793732888210526,-0.384092974743421,-0.384092974743421,-0.428748435484211,-0.509393260793947,-0.675266866184211,-0.486279087657895,-0.453580355644737,-0.565318344046053,-0.701702139605263
"27","LAYING",27,-0.181940436018919,-0.181940436018919,-0.332702729905405,-0.286580614121622,-0.530642580472973,-0.254526080313514,0.0345042570297297,-0.301157370633784,0.0281159191635135,-0.436356625436487,-0.00671383636216216,-0.569148982486486,0.0754279088891892,-0.274728256608108,-0.274728256608108,-0.30729328942027,-0.377948340391892,-0.557370625513513,-0.401947349901351,-0.321636441387838,-0.451773730540541,-0.576293383635135
"28","LAYING",28,-0.17420710955,-0.17420710955,-0.30799411945975,-0.320853460314375,-0.542844723425,-0.245368839075,0.07051635140375,-0.25827625493125,0.05317598555875,-0.4782522551125,0.07805108370875,-0.5830903113125,0.11414885908125,-0.276659910975,-0.276659910975,-0.27200453789625,-0.4461982667,-0.58085909289,-0.410011711775,-0.29745660546625,-0.5224555908,-0.609459351845
"29","LAYING",29,-0.142019592676812,-0.142019592676812,-0.311482138347826,-0.285261362730435,-0.557745432115942,-0.183879969914493,-0.00274603507826087,-0.240670288771014,0.0348676545489855,-0.443209828377826,-0.0233480966362319,-0.594056282028986,0.0524459884942029,-0.206767474449275,-0.206767474449275,-0.256015913489855,-0.384480301749275,-0.59557789174058,-0.346783716246377,-0.282376102081159,-0.456720026492754,-0.627821421521739
"30","LAYING",30,0.0703471743415714,0.0703471743415714,-0.163940763142857,-0.146097374750571,-0.456307191657143,0.0619540009171429,-0.00452497730492857,-0.0751448805628571,0.0626231245571429,-0.318008413823286,-0.00444670242085714,-0.494457335985714,0.0665285495771429,0.0443638280814286,0.0443638280814286,-0.10820682603,-0.242994591392857,-0.495926595014286,-0.132426896292857,-0.159941933971429,-0.329285393771429,-0.535322880971429
"31","SITTING",1,-0.749105383765957,-0.749105383765957,-0.798516602617021,-0.776555552289362,-0.874034193191489,-0.777663167319149,0.0531228131425532,-0.791111777191489,0.242236562808511,-0.819235335978723,-0.102270828457234,-0.883452461702128,0.142859057319149,-0.780368305808511,-0.780368305808511,-0.793902719553191,-0.776392684042553,-0.883390505319149,-0.817172895957447,-0.799296728148936,-0.790414437914894,-0.89181155212766
"32","SITTING",2,-0.153888896321739,-0.153888896321739,-0.449915505265217,-0.303688030326087,-0.634094598869565,-0.207784947547826,-0.0654556666869565,-0.391792756691304,0.000905149615217391,-0.512321100413043,-0.107989931126087,-0.653963028086956,0.0271978870880435,-0.166023602695652,-0.166023602695652,-0.411451861173913,-0.442248006978261,-0.655029177065217,-0.280604680956522,-0.44364377131087,-0.496329925013043,-0.681618218478261
"33","SITTING",3,-0.765376244057692,-0.765376244057692,-0.807581079480769,-0.789745127461538,-0.868106060769231,-0.781610039653846,0.145029689953846,-0.784614003630769,0.236225466436538,-0.831380059442308,-0.0459649340884615,-0.875315464423077,0.10138860875,-0.790733028615385,-0.790733028615385,-0.782851591553846,-0.812856673846154,-0.868450949423077,-0.828360419076923,-0.781834122096154,-0.834365916923077,-0.869116728653846
"34","SITTING",4,-0.040081901422,-0.040081901422,-0.2967256428526,-0.18074319898,-0.5183717862,-0.139474996822,-0.0158995297762,-0.225065826016,0.056630380485,-0.388619638188,-0.0325783005788,-0.555291738,0.087012995378,-0.14272583534,-0.14272583534,-0.25276177094,-0.332741326984,-0.555952676,-0.28051041226,-0.296584748496,-0.41579679626,-0.5907578604
"35","SITTING",5,-0.758356706386364,-0.758356706386364,-0.808276063636364,-0.763661168525,-0.87357286,-0.788097069545455,0.162022939640909,-0.795183850361364,0.243577599054545,-0.823363741590909,-0.0599310971872727,-0.889158431590909,0.180045690675,-0.796536943363636,-0.796536943363636,-0.797694627590909,-0.776935187522727,-0.888146839090909,-0.833430710454545,-0.801941996,-0.787495647704545,-0.894945651363636
"36","SITTING",6,-0.859544822454545,-0.859544822454545,-0.902781401636364,-0.873627469,-0.935480283272727,-0.869746431236364,0.129208917063636,-0.890007892716364,0.280800910561818,-0.904747452727273,-0.0230145231690909,-0.940382416727273,0.175396991472727,-0.863246363706,-0.863246363706,-0.892872132327273,-0.8872014098,-0.940398212181818,-0.880318891345454,-0.896900908727273,-0.895522307290909,-0.944517539090909
"37","SITTING",7,-0.928825327291667,-0.928825327291667,-0.9420726025,-0.928239978458333,-0.956515400416667,-0.940462089375,0.222735453560417,-0.940709131041667,0.323951814791667,-0.948381185,-0.0072190645,-0.9622085675,0.223376859064583,-0.939500275416667,-0.939500275416667,-0.938759507083333,-0.940474572083333,-0.958529686041667,-0.947560165833333,-0.935941629520833,-0.945336993333333,-0.956859143541667
"38","SITTING",8,-0.957849110434783,-0.957849110434783,-0.966476367021739,-0.956441003043478,-0.980104195434783,-0.958845047826087,0.211461427195652,-0.964169336804348,0.344898443326087,-0.966084215217391,0.0198312058304348,-0.981281147391304,0.21377533365,-0.959296012173913,-0.959296012173913,-0.964091796978261,-0.956666288043478,-0.980069813913043,-0.965384350652174,-0.963017589521739,-0.958566789347826,-0.979662281086957
"39","SITTING",9,-0.164771144816,-0.164771144816,-0.35183182972,-0.249127923964,-0.55505262764,-0.22653582982,0.0023604271372,-0.282358082788,0.013890508822,-0.45155562246,-0.037947421116,-0.591815195,0.0371518395,-0.2456988294424,-0.2456988294424,-0.29820580256,-0.3763191706196,-0.58685943354,-0.37834788969,-0.327242903828,-0.437034869,-0.61086535276
"40","SITTING",10,-0.179487341303704,-0.179487341303704,-0.355550760092593,-0.301026512987037,-0.575025589314815,-0.253084909425926,0.04179509985,-0.30097019832037,0.0242367317018519,-0.4625413054,0.0109429860833333,-0.613336179185185,0.0969300812592593,-0.271080594759259,-0.271080594759259,-0.313048457798148,-0.401561872611111,-0.61116350137037,-0.39901227067963,-0.335775855388889,-0.468754153037037,-0.638148461962963
"41","SITTING",11,-0.932822600943396,-0.932822600943396,-0.948752786075472,-0.946533660037736,-0.966028985660377,-0.929700552264151,0.211078004930189,-0.938554081886792,0.354295567120755,-0.953157112641509,-0.0289706127320755,-0.965828454528302,0.219373575716981,-0.929173347735849,-0.929173347735849,-0.941580474773585,-0.948419935471698,-0.963527477169811,-0.939110835113208,-0.944852484509434,-0.954512108679245,-0.963361785660377
"42","SITTING",12,-0.146254876409804,-0.146254876409804,-0.342354230117647,-0.253455263141176,-0.547776274588235,-0.232304133732353,0.0344797186294118,-0.283206070392549,0.0326718906823529,-0.430748355666667,-0.0357870407882353,-0.591301728470588,0.110113750078431,-0.255571585686275,-0.255571585686275,-0.297870550634314,-0.365789314235294,-0.595171319980392,-0.387798719831373,-0.325667785921569,-0.435126434098039,-0.630951969019608
"43","SITTING",13,-0.349297959244898,-0.349297959244898,-0.483164531714286,-0.395509939591837,-0.63295763455102,-0.433919446693878,0.0402737198681633,-0.448359485102041,0.0926424153469388,-0.558710768,0.0105990069612245,-0.656709890183673,0.0522204565938775,-0.452297265,-0.452297265,-0.460449690326531,-0.521093090626531,-0.649400501877551,-0.551287923789796,-0.482570060816327,-0.581487267346939,-0.66659101
"44","SITTING",14,-0.949259363092593,-0.949259363092593,-0.960414198148148,-0.942595007777778,-0.974583980925926,-0.949767603566667,0.221490579127407,-0.955037552944444,0.365264503774074,-0.955563394444444,-0.103051907111111,-0.975798303518518,0.203565017685185,-0.947553306055556,-0.947553306055556,-0.956429175555556,-0.944230207037037,-0.975011353333333,-0.953688248333333,-0.957456991148148,-0.946906882222222,-0.97556134037037
"45","SITTING",15,-0.943449710169492,-0.943449710169492,-0.960088317457627,-0.941973921559322,-0.976141871864407,-0.948436456271186,0.277316337254237,-0.952887029830508,0.315544823779661,-0.956280278813559,-0.04164981501,-0.978358805423729,0.234147660559322,-0.950182689661017,-0.950182689661017,-0.954168767627119,-0.935385173220339,-0.978638449491525,-0.958245656440678,-0.955092468644068,-0.934510032542373,-0.980266471016949
"46","SITTING",16,-0.920427934057971,-0.920427934057971,-0.934317777188406,-0.92200329884058,-0.953251173333333,-0.92230907726087,0.243211399482754,-0.928665927246377,0.334413493231884,-0.935337872304348,-0.0286065574333333,-0.957772687826087,0.262986407323188,-0.925460917956522,-0.925460917956522,-0.928156537536232,-0.927119080724638,-0.957162984347826,-0.938386868405797,-0.927230328115942,-0.934318602492754,-0.959405555507246
"47","SITTING",17,-0.900354168796875,-0.900354168796875,-0.927011513453125,-0.905804034,-0.9502761096875,-0.913909941796875,0.215121726571875,-0.923378332140625,0.311886758609375,-0.92515328953125,-0.049451962878125,-0.95515669671875,0.202090860554688,-0.91169586421875,-0.91169586421875,-0.92668149809375,-0.9095223603125,-0.95543304734375,-0.923605090734375,-0.93082915578125,-0.91541252734375,-0.9587785621875
"48","SITTING",18,-0.330020067192982,-0.330020067192982,-0.480901426315789,-0.420826303261404,-0.646639477501754,-0.394755079787719,0.0537275909210526,-0.432907891526316,0.0910333090964912,-0.556359106475439,-0.0276000042070175,-0.675358995666667,0.0980341552649123,-0.406216155438597,-0.406216155438597,-0.442454031263158,-0.501260920964912,-0.670856416140351,-0.506446137192982,-0.461308317807018,-0.553782277754386,-0.68967604245614
"49","SITTING",19,-0.845752343978082,-0.845752343978082,-0.879850418205479,-0.854102672720548,-0.914029539547945,-0.865311072013699,0.087969365579452,-0.874957666534247,0.29671876969863,-0.887754481917808,-0.118756972246575,-0.919603785753425,0.202098767696438,-0.862953795,-0.862953795,-0.875810647575342,-0.872816573520548,-0.918299837123288,-0.883126147534247,-0.87710289990411,-0.885617024657534,-0.922451537123288
"50","SITTING",20,-0.390757176598485,-0.390757176598485,-0.517412304863636,-0.464422157121212,-0.676952012121212,-0.453011497977273,0.053420925369697,-0.487615670033333,0.103413646939394,-0.601511009034848,0.0160864011530303,-0.693515113301515,0.0956047881515152,-0.458956774868182,-0.458956774868182,-0.492563313413636,-0.569306884924242,-0.692607414310606,-0.550159878787879,-0.503954984621212,-0.624232287484848,-0.715118220909091
"51","SITTING",21,-0.760134484,-0.760134484,-0.818515702294118,-0.785310297496471,-0.883626544705882,-0.783096629647059,0.104632447558235,-0.799443918881176,0.182220599384706,-0.836362493745882,-0.0925692866415294,-0.888005410235294,0.0638108753152941,-0.785530109305882,-0.785530109305882,-0.801189816788235,-0.814183663558824,-0.887138909870588,-0.820440348188235,-0.804398634962353,-0.832328041647059,-0.894474415398824
"52","SITTING",22,-0.751041033604839,-0.751041033604839,-0.806561111725806,-0.770891997306452,-0.860411658225806,-0.760076105435484,0.0376578338951613,-0.78327939983871,0.197181439612903,-0.813985332951613,-0.0692228163532258,-0.856310958951613,0.100411602903226,-0.761636262772581,-0.761636262772581,-0.780341114645161,-0.795591549983871,-0.850979097274194,-0.799837264403226,-0.777714527290323,-0.821521158225806,-0.855279902919355
"53","SITTING",23,-0.713677536470588,-0.713677536470588,-0.779019702647059,-0.731054835911765,-0.847926561764706,-0.743572994380882,-0.00904045513676471,-0.755367088661765,0.153317103017647,-0.788941575955882,-0.103197697204853,-0.850317243941176,0.0657026523867647,-0.743788082617647,-0.743788082617647,-0.7594251955,-0.751511407641177,-0.849740446176471,-0.785106851955882,-0.766206966360294,-0.772719783691176,-0.859870377058824
"54","SITTING",24,-0.689594728235294,-0.689594728235294,-0.761991910102941,-0.713292479720588,-0.841352008676471,-0.727717843911765,-0.00324579405367647,-0.743994516735294,0.141120784588235,-0.790584067941177,-0.133879011004412,-0.859218488823529,0.0814331804691176,-0.72980437025,-0.72980437025,-0.748771821352941,-0.758718646764706,-0.856064764852941,-0.773226908588235,-0.756964747632353,-0.781031953088235,-0.862247971617647
"55","SITTING",25,-0.425867138978462,-0.425867138978462,-0.542136624415385,-0.506604186261538,-0.681769711676923,-0.472991454476923,-0.0189421495230769,-0.515153227092308,0.130547096507692,-0.611747118883077,-0.0157727315969231,-0.701078682076923,0.142213314073846,-0.475453343047692,-0.475453343047692,-0.516177063876923,-0.576762969441538,-0.698110294676923,-0.560653998658462,-0.522472898230769,-0.629788680876923,-0.717138112538461
"56","SITTING",26,-0.347823163365,-0.347823163365,-0.479291595525641,-0.426871304196923,-0.64915373448718,-0.409946922339359,-0.01842465135,-0.445023903920513,0.116413421467436,-0.564327379641026,-0.0316724917902564,-0.6720089795,0.0668657436846154,-0.417880217048718,-0.417880217048718,-0.451887096546154,-0.518861287282051,-0.671425433423077,-0.517823217217949,-0.466604625067949,-0.574673042179487,-0.694944449897436
"57","SITTING",27,-0.225734777104286,-0.225734777104286,-0.38036946892,-0.33398908403,-0.572118453285714,-0.289775672728571,-0.00634242431714286,-0.324610840304286,0.06457973186,-0.4822257626,0.0355255452857143,-0.604367678714286,0.0981664124857143,-0.304917575285714,-0.304917575285714,-0.330205169288571,-0.436839546871429,-0.596959695,-0.425362274414286,-0.343277992628571,-0.508866185942857,-0.617276473428571
"58","SITTING",28,-0.0915224377416667,-0.0915224377416667,-0.264257748884722,-0.228167101665278,-0.485272007343056,-0.126169316368056,0.0111970806583333,-0.192471365429167,0.0582063933163889,-0.373428285113889,0.0419493056861111,-0.511979981438889,0.0721313097916667,-0.154981086,-0.154981086,-0.2216504515,-0.337224777063889,-0.50987848775,-0.306912424986111,-0.2687567105,-0.4335497552625,-0.544459134881944
"59","SITTING",29,-0.136654249444667,-0.136654249444667,-0.302436055935,-0.27102439501,-0.530194229183333,-0.20294159923,0.039617476785,-0.263872380766667,0.0608997841533333,-0.43659652492,0.0179788610813333,-0.584292403333333,0.0880072470066667,-0.2300566576,-0.2300566576,-0.285728058024833,-0.386238289956667,-0.580636600166667,-0.3682320532,-0.322016016833333,-0.46174298155,-0.606365473333333
"60","SITTING",30,-0.0538185430354839,-0.0538185430354839,-0.297338592125806,-0.249050035145161,-0.522887438290323,-0.0838484405951613,-0.0708722785693548,-0.222316463579032,0.0123635984435484,-0.4158970685,-0.0466178854387097,-0.570049138983871,0.0477197271967742,-0.0603548011145161,-0.0603548011145161,-0.242088044808065,-0.363976238820968,-0.566522913148387,-0.198006759717742,-0.275627672508065,-0.445150902506452,-0.593853968580645
"61","STANDING",1,-0.688759909528302,-0.688759909528302,-0.752885832754717,-0.726496999018868,-0.829812081962264,-0.723288087962264,0.102296870698113,-0.737710252943396,0.220017831849057,-0.782810808264151,-0.105775718890566,-0.849420440415094,0.181096325424528,-0.720644646415094,-0.720644646415094,-0.73777062190566,-0.7464192961,-0.844910427924528,-0.764116169301887,-0.739010035826415,-0.768686039830189,-0.850011967735849
"62","STANDING",2,-0.115944308055556,-0.115944308055556,-0.623680177148148,-0.421141595722222,-0.74451381037037,-0.242162010037037,-0.267020680376296,-0.57874656512963,-0.0332771937446296,-0.600223007203704,-0.235808557222222,-0.750715956481481,-0.00952452758703703,-0.0553714688,-0.0553714688,-0.589821153203704,-0.509253338555556,-0.752580694944444,-0.124862471518519,-0.609764019955556,-0.540107978,-0.775229455740741
"63","STANDING",3,-0.838708205606557,-0.838708205606557,-0.878468885163934,-0.844963954131148,-0.911012117377049,-0.852481606721311,0.10947247852459,-0.869926370796721,0.187932180272131,-0.876193632229508,-0.112307477360656,-0.917471672786885,0.078208454622459,-0.851856025245902,-0.851856025245902,-0.872073000590164,-0.856940623393443,-0.917106923934426,-0.874499107196721,-0.87477538904918,-0.869683541147541,-0.922445839672131
"64","STANDING",4,-0.0710010239821429,-0.0710010239821429,-0.306747312510714,-0.172968765730357,-0.545139411983929,-0.135664597675714,-0.0200142583375,-0.227199237576786,0.00213869536607143,-0.375963006857143,-0.115360754142857,-0.567181006517857,0.0605044702464286,-0.153760425785714,-0.153760425785714,-0.250434513428571,-0.290774804933929,-0.5745148407475,-0.298777403464286,-0.288538782071429,-0.361797406553571,-0.616557225678571
